historic-landfill-site	name	licence-holder
historic-landfill-site:EAHLD31984	MartonScarQuarry
historic-landfill-site:EAHLD32087	ShepherdsRestTip
historic-landfill-site:EAHLD32089	HeyBottomFarm
historic-landfill-site:EAHLD32090	ShoreMill
historic-landfill-site:EAHLD31685	BankNewtonRoad
historic-landfill-site:EAHLD31866	DetritusandScreeningsTip
historic-landfill-site:EAHLD31559	OgdenLane
historic-landfill-site:EAHLD31611	CarrickandFosters	CarrickandFostersLimited
historic-landfill-site:EAHLD32282	RadfordDisposalTip
historic-landfill-site:EAHLD32178	DisusedQuarry
historic-landfill-site:EAHLD32242	WickwarTip
historic-landfill-site:EAHLD32221	EastKnoyleTip
historic-landfill-site:EAHLD32204	OldBrickpitsoppositeHoltwoodChapel
historic-landfill-site:EAHLD32182	RailwayCutting
historic-landfill-site:EAHLD32285	CampHill
historic-landfill-site:EAHLD32366	RNAY
historic-landfill-site:EAHLD32161	LowerCowesfieldFarm
historic-landfill-site:EAHLD32390	TipatTinkersCorner
historic-landfill-site:EAHLD32380	LimbercastFarm
historic-landfill-site:EAHLD32317	GroveFarm
historic-landfill-site:EAHLD31427	ColtonHills
historic-landfill-site:EAHLD31921	OldHallRoad
historic-landfill-site:EAHLD31938	WarringtonRuralDistrictCouncil
historic-landfill-site:EAHLD32110	OldMallPit
historic-landfill-site:EAHLD32116	RedLaneTip
historic-landfill-site:EAHLD31987	WoodcoteFarm
historic-landfill-site:EAHLD31475	CopestickandFarrellLimited
historic-landfill-site:EAHLD31980	MarlHole
historic-landfill-site:EAHLD31487	CaliforniaWorks
historic-landfill-site:EAHLD31476	RearofFactories
historic-landfill-site:EAHLD31919	TenementLaneTip
historic-landfill-site:EAHLD31403	LeekNewRoad(Milton)
historic-landfill-site:EAHLD32096	CharlesStreet
historic-landfill-site:EAHLD31555	CoppiceLane
historic-landfill-site:EAHLD31397	BlitheValleyWaterPollutionControlWorks
historic-landfill-site:EAHLD31328	MoorFarmField
historic-landfill-site:EAHLD31516	DebdaleHillTip
historic-landfill-site:EAHLD08396	GreenLaneFarm
historic-landfill-site:EAHLD31492	HoldernessQuarry
historic-landfill-site:EAHLD08398	Trewin
historic-landfill-site:EAHLD32081	CristQuarry
historic-landfill-site:EAHLD31497	OldPlasterPits
historic-landfill-site:EAHLD31434	JosephMasonandCompanyLimited
historic-landfill-site:EAHLD31437	MansfieldRoad
historic-landfill-site:EAHLD31368	Matkin
historic-landfill-site:EAHLD31528	MainStreet
historic-landfill-site:EAHLD31311	CordyLane
historic-landfill-site:EAHLD31535	Granwood
historic-landfill-site:EAHLD31641	ElkingtonRoadTip
historic-landfill-site:EAHLD31556	HollingsLane
historic-landfill-site:EAHLD31580	NorthfieldLane
historic-landfill-site:EAHLD31859	Landatrearof300-312CanklowRoad
historic-landfill-site:EAHLD31308	TownsQuarry
historic-landfill-site:EAHLD31339	RefuseTipoffBawtryRoad
historic-landfill-site:EAHLD31279	ElmField	HerefordandWorcesterCountyCouncil
historic-landfill-site:EAHLD31450	BilsonTip
historic-landfill-site:EAHLD31550	Yarhampton
historic-landfill-site:EAHLD31363	RearofGiltEdgeCarpetsLimited
historic-landfill-site:EAHLD31361	MorrisCarpetsCompanyHoobrook
historic-landfill-site:EAHLD31369	MarlbrookSandPit
historic-landfill-site:EAHLD31432	Monk'sTip
historic-landfill-site:EAHLD31444	TheDuportTip
historic-landfill-site:EAHLD31299	WithybedGreen
historic-landfill-site:EAHLD31384	Stradford-On-AvonRefuseTip
historic-landfill-site:EAHLD31543	SolihullBrickworks
historic-landfill-site:EAHLD31315	NewbridgeRoad
historic-landfill-site:EAHLD31412	CastleHillsFarm(OppositeHargraveCottages)
historic-landfill-site:EAHLD03306	PlayingFieldSouthofTheAvenue
historic-landfill-site:EAHLD31518	Webster's
historic-landfill-site:EAHLD32389	TheRefuseTip
historic-landfill-site:EAHLD32309	HenleyRoad
historic-landfill-site:EAHLD31158	TingewickRoad
historic-landfill-site:EAHLD31020	LondonBrickCompanyLimited
historic-landfill-site:EAHLD31019	SewageDisposalWorks
historic-landfill-site:EAHLD32212	ChaffcombeQuarry
historic-landfill-site:EAHLD32194	HinkleyPointPowerStation
historic-landfill-site:EAHLD32263	CouncilTip(1)
historic-landfill-site:EAHLD32269	BerylliumBurialPits
historic-landfill-site:EAHLD32154	MascallsCourtRoad
historic-landfill-site:EAHLD32125	SharnalLane
historic-landfill-site:EAHLD31147	RayleighUrbanDistrictCouncilDepot
historic-landfill-site:EAHLD08402	Woodlands	MajorCaryton
historic-landfill-site:EAHLD32142	LittlebrookPowerStation
historic-landfill-site:EAHLD32399	MoorHallLFS
historic-landfill-site:EAHLD32379	HornchurchAirfield
historic-landfill-site:EAHLD32168	BowerFarm
historic-landfill-site:EAHLD32157	TheDanesTip
historic-landfill-site:EAHLD31783	L.A.Tip
historic-landfill-site:EAHLD31355	MoatHouseFarm
historic-landfill-site:EAHLD31040	TipBRecreationGround
historic-landfill-site:EAHLD04425	ParkhillQuarry	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD31686	NCBLandsouthofPasturesRoad
historic-landfill-site:EAHLD31371	IntakeLane
historic-landfill-site:EAHLD31975	Newlands
historic-landfill-site:EAHLD32086	KendalFellQuarry
historic-landfill-site:EAHLD32103	EdlestonHallTip
historic-landfill-site:EAHLD32105	SllaughterHill
historic-landfill-site:EAHLD31058	GravelHouseFarm
historic-landfill-site:EAHLD32395	Hills
historic-landfill-site:EAHLD31922	FormbyWBCCouncilTip
historic-landfill-site:EAHLD08404	WringworthyFarmShop
historic-landfill-site:EAHLD31519	OldWorcesterRoadTip	ShropshireCountyCouncil
historic-landfill-site:EAHLD31520	HallCloseFarmTip
historic-landfill-site:EAHLD31522	StationRoadTip
historic-landfill-site:EAHLD31262	RefuseTipEastofKingstone
historic-landfill-site:EAHLD32287	JovlersMill
historic-landfill-site:EAHLD32288	LeazeFarm
historic-landfill-site:EAHLD32102	BlackwaterMoss
historic-landfill-site:EAHLD31261	DowardQuarry
historic-landfill-site:EAHLD32400	SmallmeadTip	BerkshireCountyCouncilWDA
historic-landfill-site:EAHLD32351	TheFord
historic-landfill-site:EAHLD32376	SchoolHill
historic-landfill-site:EAHLD32218	KingswearTip
historic-landfill-site:EAHLD32352	KnowleHill
historic-landfill-site:EAHLD32323	GerrardsCrossSandandGravelPits
historic-landfill-site:EAHLD32318	LentRiseRoad
historic-landfill-site:EAHLD32180	Worthyacre
historic-landfill-site:EAHLD32278	HoundallReservoirTreatmentWorks
historic-landfill-site:EAHLD32283	GallowsHill
historic-landfill-site:EAHLD32129	CowesPowerStation
historic-landfill-site:EAHLD31117	GreenLane
historic-landfill-site:EAHLD31545	Commonside
historic-landfill-site:EAHLD31071	GreatBircham
historic-landfill-site:EAHLD03383	ByShepherdsHill
historic-landfill-site:EAHLD31017	FakenhamRacecourse
historic-landfill-site:EAHLD31122	StraygroundLane	NorfolkCountyCouncil
historic-landfill-site:EAHLD31092	SheringwoodTip
historic-landfill-site:EAHLD31037	RefuseTipoffHallCommonRoad
historic-landfill-site:EAHLD31048	MillRoad
historic-landfill-site:EAHLD31015	ChapelFootTip
historic-landfill-site:EAHLD31061	DisusedGravelPit
historic-landfill-site:EAHLD31018	AshwellTip
historic-landfill-site:EAHLD31075	HinxworthRoadPit
historic-landfill-site:EAHLD31111	FengateSewageFarm
historic-landfill-site:EAHLD32372	PoleHoleTip
historic-landfill-site:EAHLD31002	CibaTip
historic-landfill-site:EAHLD31088	WooddittonPit
historic-landfill-site:EAHLD31155	BrandonParishPit
historic-landfill-site:EAHLD31013	OffWarrenLane
historic-landfill-site:EAHLD31039	Stanton
historic-landfill-site:EAHLD31144	FormerAirfield
historic-landfill-site:EAHLD31007	Wetheringsett
historic-landfill-site:EAHLD31142	RoydonFen
historic-landfill-site:EAHLD31081	Marlesford
historic-landfill-site:EAHLD31159	AnnisHill
historic-landfill-site:EAHLD32403	St.Davids(WelshGirls)SchoolTip
historic-landfill-site:EAHLD32312	HounslowHeath
historic-landfill-site:EAHLD31885	Sandbank
historic-landfill-site:EAHLD32356	ShadwellBasin
historic-landfill-site:EAHLD32398	RenwickRoadLFS
historic-landfill-site:EAHLD32126	SevenoaksUrbanDistrictCouncilTip
historic-landfill-site:EAHLD31955	FletcherCrescentRefuseTip
historic-landfill-site:EAHLD31786	Laporte'sChemicalWorks
historic-landfill-site:EAHLD32073	IndustrialTip
historic-landfill-site:EAHLD32409	LuxboroughLane
historic-landfill-site:EAHLD31901	MartonMere
historic-landfill-site:EAHLD32208	BanwellQuarry
historic-landfill-site:EAHLD31935	LongleyFarm
historic-landfill-site:EAHLD31655	QuarryTip
historic-landfill-site:EAHLD32244	HigherKilnQuarry
historic-landfill-site:EAHLD32228	HonicknowleBrickworks
historic-landfill-site:EAHLD32296	Conham
historic-landfill-site:EAHLD32121	Wayside
historic-landfill-site:EAHLD31011	Coldham'sLaneTip
historic-landfill-site:EAHLD31012	CementWorksTip
historic-landfill-site:EAHLD32195	RuralDistrictCouncilRefuseTip
historic-landfill-site:EAHLD32077	SkippoolMarsh
historic-landfill-site:EAHLD31608	FarmLand
historic-landfill-site:EAHLD32314	OldBrickyards
historic-landfill-site:EAHLD31459	RefuseTipSouthofBuxtonRoad
historic-landfill-site:EAHLD32259	LambrookTip
historic-landfill-site:EAHLD32391	SpoutLaneTip
historic-landfill-site:EAHLD31693	PartFieldNos.5855and6968NorthofPasturesRo
historic-landfill-site:EAHLD31734	WykehamDaleQuarry
historic-landfill-site:EAHLD32267	RydonTip
historic-landfill-site:EAHLD31113	WesternPromenadeTip
historic-landfill-site:EAHLD32274	BloomfieldRoadTip
historic-landfill-site:EAHLD08405	MeadowFarm
historic-landfill-site:EAHLD31116	FrintonandWaltonUrbanDistrictCouncil
historic-landfill-site:EAHLD31781	TempleMemorialPark
historic-landfill-site:EAHLD31785	PortofTyneAuthority
historic-landfill-site:EAHLD31714	WeetshawLane
historic-landfill-site:EAHLD32237	OldBrickfield
historic-landfill-site:EAHLD31791	PrivateTip
historic-landfill-site:EAHLD31738	AiryHolmeLane
historic-landfill-site:EAHLD32040	ShawHeath
historic-landfill-site:EAHLD31798	Lowsteads
historic-landfill-site:EAHLD31127	CowBridge
historic-landfill-site:EAHLD31246	TarporleyRoad
historic-landfill-site:EAHLD31800	EllarfieldQuarry
historic-landfill-site:EAHLD31807	TipatBeldonRoad	BradfordMetropolitanBoroughCouncil
historic-landfill-site:EAHLD30106	WoolawaysJunctionYard
historic-landfill-site:EAHLD31125	OldGravelPits
historic-landfill-site:EAHLD31126	RefuseTipEastofButler'sFarm
historic-landfill-site:EAHLD32253	CalthorpeRoad(PrivateTip)	FrankTucker(Haulage)Limited
historic-landfill-site:EAHLD32252	EastmondsTip	EastmondsExeterLimited
historic-landfill-site:EAHLD33025	EgyptQuarry	BursaulLandfillSiteServicesLimited
historic-landfill-site:EAHLD31401	OffPorthillRoad
historic-landfill-site:EAHLD32388	SwiftLaneDepot
historic-landfill-site:EAHLD31508	BelleIsleRefuseTip
historic-landfill-site:EAHLD31793	DunsdaleTip
historic-landfill-site:EAHLD32280	WateryLane
historic-landfill-site:EAHLD31509	HallowRoadRefuseTip
historic-landfill-site:EAHLD32092	HighlandsRoad
historic-landfill-site:EAHLD31510	LaughtonLane
historic-landfill-site:EAHLD32281	ButlerandTannerLimited
historic-landfill-site:EAHLD32075	FaillworthRefuseTip
historic-landfill-site:EAHLD32079	NewtonTip
historic-landfill-site:EAHLD32080	MossLaneTip
historic-landfill-site:EAHLD32236	SaharaSandpits
historic-landfill-site:EAHLD32243	SouthwoodChurleys
historic-landfill-site:EAHLD20791	PaulsgrovelandfillSite	ArlingtonSecuritiesLimited
historic-landfill-site:EAHLD32238	AdamsBrosFieldatOrchardsFarm
historic-landfill-site:EAHLD32239	AdamsBrosFieldatOrchardFarm
historic-landfill-site:EAHLD32240	GreatAshleyFarm
historic-landfill-site:EAHLD31198	MillHill
historic-landfill-site:EAHLD31534	SpringfieldPark
historic-landfill-site:EAHLD31804	ParishPit
historic-landfill-site:EAHLD31805	ThorntonTip
historic-landfill-site:EAHLD31806	ThorntonQuarries
historic-landfill-site:EAHLD31140	BrickhouseFarm
historic-landfill-site:EAHLD31129	HerringswellVillageRefusePit
historic-landfill-site:EAHLD31826	StampleyMossTip
historic-landfill-site:EAHLD31131	HighamRefusePit
historic-landfill-site:EAHLD32158	HoltParkandHoltRough
historic-landfill-site:EAHLD31810	HaltonDene
historic-landfill-site:EAHLD31143	HarmansLane	MrsBasden
historic-landfill-site:EAHLD31814	LandoffCanklowRoad
historic-landfill-site:EAHLD31512	StoneleighQuarry
historic-landfill-site:EAHLD31130	BritishSteelCorporation	BritishSteelCorporation
historic-landfill-site:EAHLD03307	HooRoad
historic-landfill-site:EAHLD31513	PoorlotsQuarry
historic-landfill-site:EAHLD31514	DimpleFarm
historic-landfill-site:EAHLD32088	EaleesMill
historic-landfill-site:EAHLD32091	CloughFieldWorks
historic-landfill-site:EAHLD31135	LandNorthofGipsyLane
historic-landfill-site:EAHLD32159	GarnierRoadPumpingStation	CityofWinchester
historic-landfill-site:EAHLD32160	PenningtonMarshes
historic-landfill-site:EAHLD31809	MillfieldSandandGravelQuarries
historic-landfill-site:EAHLD31812	RuntlingsTip
historic-landfill-site:EAHLD32397	GerpinsLaneCivicAmenity
historic-landfill-site:EAHLD32401	IslandRoadTip
historic-landfill-site:EAHLD02920	OffWestsideofSheltonAirfieldDisused
historic-landfill-site:EAHLD31511	CallowHillTip
historic-landfill-site:EAHLD31145	KillArneyFarm
historic-landfill-site:EAHLD31523	AllpakInternationalLimited
historic-landfill-site:EAHLD32284	IdeRefuseTip
historic-landfill-site:EAHLD31799	CrispinQuarry
historic-landfill-site:EAHLD31802	OwlWoodSewageWorks
historic-landfill-site:EAHLD31803	BrierlandsQuarry
historic-landfill-site:EAHLD31862	OckleyBottom
historic-landfill-site:EAHLD31863	HealeyGreenTip
historic-landfill-site:EAHLD31864	EldonHillQuarry
historic-landfill-site:EAHLD31832	OldQuarry
historic-landfill-site:EAHLD16088	NapierMill
historic-landfill-site:EAHLD31527	Shirebrook
historic-landfill-site:EAHLD31529	Rowthorne
historic-landfill-site:EAHLD31157	ColchesterRoad
historic-landfill-site:EAHLD31841	Firth'sTip
historic-landfill-site:EAHLD31843	ClogSoleDelph	CKershaw
historic-landfill-site:EAHLD31848	Iredale'sTip	ParkinsondBuilders
historic-landfill-site:EAHLD31850	WoodhouseNurseries	WoodhouseNurseries
historic-landfill-site:EAHLD31852	AshingtonUrbanDistrictCouncilRefuseDisposalPlant
historic-landfill-site:EAHLD31853	MilkingHillQuarry	SimpsonandCurran
historic-landfill-site:EAHLD31856	JohnSmithsBrewery
historic-landfill-site:EAHLD30043	HinamFarm
historic-landfill-site:EAHLD31817	RufforthTip
historic-landfill-site:EAHLD31530	TheWaterpieces	NewportUrbanDistrictCouncil
historic-landfill-site:EAHLD08983	RailwayCutting	WiltshireCountyCouncil
historic-landfill-site:EAHLD32162	NewtonCorner
historic-landfill-site:EAHLD31816	LingerfieldDepot
historic-landfill-site:EAHLD32093	HoltLaneQuarry
historic-landfill-site:EAHLD31506	ClayWorkings
historic-landfill-site:EAHLD31819	PilgrimTip
historic-landfill-site:EAHLD31150	SeawickHolidayLido
historic-landfill-site:EAHLD31828	BDHLimited
historic-landfill-site:EAHLD31829	CouncilTip
historic-landfill-site:EAHLD31827	ChopwellTip
historic-landfill-site:EAHLD32098	EcclesCorporation
historic-landfill-site:EAHLD32099	H.WoodLimited
historic-landfill-site:EAHLD31533	LeabrooksDisposalTip
historic-landfill-site:EAHLD31833	SteetonTip
historic-landfill-site:EAHLD31834	StunsteadTip
historic-landfill-site:EAHLD31835	ThurlstoneRoad
historic-landfill-site:EAHLD31156	PitseaRefuseTip
historic-landfill-site:EAHLD32325	GerrardsCrossSandandGravelPits
historic-landfill-site:EAHLD31536	BritishSteelCorporationCoombsRoad
historic-landfill-site:EAHLD19431	Wouldham	KentCountyCouncil
historic-landfill-site:EAHLD31839	BailiffBridgeTip	CalderdaleMetropolitanBoroughCouncil
historic-landfill-site:EAHLD31840	MarshLaneTip	DHodgeson
historic-landfill-site:EAHLD31847	CrowNestPark(North)
historic-landfill-site:EAHLD30349	PentreDafyddLodge
historic-landfill-site:EAHLD32104	BlackwoodTip
historic-landfill-site:EAHLD31854	ChesterfieldRoadRefuseTip
historic-landfill-site:EAHLD31857	NewtonTip
historic-landfill-site:EAHLD31526	LangwithJunction
historic-landfill-site:EAHLD32113	ClinkhamQuarry
historic-landfill-site:EAHLD32114	StenhillsQuarry
historic-landfill-site:EAHLD30190	OverPeoverCricketClub	JREccles
historic-landfill-site:EAHLD32115	OldQuayQuarry
historic-landfill-site:EAHLD31820	TippingSite
historic-landfill-site:EAHLD31538	SteetleyCompanyQuarry
historic-landfill-site:EAHLD31860	StobleyMoorFarm
historic-landfill-site:EAHLD31861	WashLane
historic-landfill-site:EAHLD31815	BirksHallTip	WestYorkshireMetropolitanCountyCouncil
historic-landfill-site:EAHLD31821	QuarryLane
historic-landfill-site:EAHLD32402	Dunton'sBrickworks
historic-landfill-site:EAHLD31822	MoorQuarries	NormantonBrothers
historic-landfill-site:EAHLD31151	CesspoolDisposalSite
historic-landfill-site:EAHLD31153	SeawickCaravanPark
historic-landfill-site:EAHLD31525	PewitTip
historic-landfill-site:EAHLD31414	OppositeChurchFarm
historic-landfill-site:EAHLD31874	PagethRoad
historic-landfill-site:EAHLD32170	OldridgeWoods
historic-landfill-site:EAHLD31164	NewlandsDisposalSite
historic-landfill-site:EAHLD32290	Quarry
historic-landfill-site:EAHLD32289	BradleyLane
historic-landfill-site:EAHLD30067	Nutcombe
historic-landfill-site:EAHLD31875	ParkSpringQuarries
historic-landfill-site:EAHLD31876	HartMill
historic-landfill-site:EAHLD32406	ParkWorks
historic-landfill-site:EAHLD32408	BroomBankQuarry
historic-landfill-site:EAHLD31415	LodgeGreen
historic-landfill-site:EAHLD32173	TaylorsHillSandpit
historic-landfill-site:EAHLD32174	LambsBrickworks
historic-landfill-site:EAHLD32175	ConeyHillSandpit
historic-landfill-site:EAHLD31540	BlissSands
historic-landfill-site:EAHLD31552	NewCenturyTip
historic-landfill-site:EAHLD31166	MidEssexGravelPits
historic-landfill-site:EAHLD32112	CliffeQuarry
historic-landfill-site:EAHLD30397	WhitesBuildings,BridgeRoad,Cookley	BrittainBrothers
historic-landfill-site:EAHLD31542	BursnipsRoadTip
historic-landfill-site:EAHLD31873	HagueLane
historic-landfill-site:EAHLD31541	LowerMittonTip
historic-landfill-site:EAHLD32124	WasteTip
historic-landfill-site:EAHLD32106	HootonTip
historic-landfill-site:EAHLD31003	Hall'sPit
historic-landfill-site:EAHLD31004	BloxBarn
historic-landfill-site:EAHLD31563	HazelHurstQuarry
historic-landfill-site:EAHLD31278	WesthopeHill	LeominsterDistrictCouncil
historic-landfill-site:EAHLD32120	GreengateQuarry
historic-landfill-site:EAHLD32123	FittonHillRailway
historic-landfill-site:EAHLD32176	RefuseTipEastofSpittlesLane
historic-landfill-site:EAHLD31161	HarveyReevesRoad
historic-landfill-site:EAHLD31087	ManorHouseFarm
historic-landfill-site:EAHLD31869	AlliedBrickworks
historic-landfill-site:EAHLD31870	NorthorpeSewageFarmRefuseTip
historic-landfill-site:EAHLD31872	WathRoad
historic-landfill-site:EAHLD32410	RichardBiffaLimited
historic-landfill-site:EAHLD32411	RichardBiffaLimited
historic-landfill-site:EAHLD31277	Lillapool	LeominsterDistrictCouncil
historic-landfill-site:EAHLD31882	WroseBrowRoadTip	ShipleyUrbanDistrictCouncil
historic-landfill-site:EAHLD32412	J.CurtisandSonLimited
historic-landfill-site:EAHLD31168	ValleyFarm
historic-landfill-site:EAHLD31169	MainRoad
historic-landfill-site:EAHLD31883	BlakestonLodge
historic-landfill-site:EAHLD31553	GoscoteLane\/SlackyLane
historic-landfill-site:EAHLD31554	UtopiaQuarry
historic-landfill-site:EAHLD31464	CadebyTip
historic-landfill-site:EAHLD31539	SpeetleyQuarry
historic-landfill-site:EAHLD32169	SandPitoffPlainRoad
historic-landfill-site:EAHLD31865	StaveleySewageWorks
historic-landfill-site:EAHLD32108	DayGreenPulveriser
historic-landfill-site:EAHLD31867	OldSludgeLagoon(No.1)
historic-landfill-site:EAHLD32167	AshfordBrickworks
historic-landfill-site:EAHLD31084	MantonTip
historic-landfill-site:EAHLD32171	Flishinghurst
historic-landfill-site:EAHLD31470	RavensdaleTip
historic-landfill-site:EAHLD31478	TipRearofFactory
historic-landfill-site:EAHLD31749	ThornhillPowerStation
historic-landfill-site:EAHLD31481	ShiloOCCS
historic-landfill-site:EAHLD32241	FiltonJunctionTip
